Name,Definition
sim_health_heavy_fwd_base,"index=_internal sourcetype=splunkd source=*metrics.log* TERM(group=tcpin_connections) AND (TERM(fwdType=full) OR TERM(fwdType=lwf) OR TERM(fwdType=uf)) AND NOT TERM(hostname=`sim_hostname_url`) ``` Workaround to remove garbage metric data due to SPL-224063 ``` | eval field_size_raw = len(_raw) | where field_size_raw<1000 | rex max_match=0 ""\bfwdType=(?<fwdtype>\S+)\,"" | search (fwdtype=full OR fwdtype=lwf) | `sim_rename_forwarder_type(fwdtype)` | stats latest(sourceIp) AS customer_source_ip latest(_time) AS last_connected by hostname fwdtype version guid os arch | `sim_forwarder_eosl(version)` | `sim_forwarder_status(expTimestamp)`"
sim_health_high_mem_search_base,"tstats prestats=t max(data.mem_used) where index=_introspection AND (host=`sim_search_head_url` OR host=`sim_indexer_url`) AND sourcetype=splunk_resource_usage AND component::PerProcess by host data.search_props.app data.search_props.sid | tstats prestats=t append=t max(data.mem) where index=_introspection AND (host=`sim_search_head_url` OR host=`sim_indexer_url`) AND sourcetype=splunk_resource_usage AND component::HostWide by host | rename data.search_props.* as * | fillnull value=""N/A"" app | eventstats values(psrsvd_*_data.mem) as psrsvd_*_total_mem by host | stats max(data.mem_used) as mem_used, max(total_mem) as total_mem by host app sid | eval perc=round((mem_used*100)/total_mem,1) | eval mem_used= round(mem_used, 1)"
sim_health_skipped_search_base,"index=_internal host IN(`sim_search_head_url`) sourcetype=scheduler `sim_all_search_status` search_type!=""acceleration"" savedsearch_name!=""_ACCELERATE_*"" | `sim_savedsearch_dedup` | stats values(search_type) AS search_type, count(eval(`sim_all_search_status`)) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec latest(reason) as most_recent_skipped_reason by app, savedsearch_name, user | eval skip_ratio = skipped_exec . "":"" . total_exec | eval percent_skipped = round((skipped_exec/total_exec)*100,1) | eval status=case(percent_skipped>25, ""Critical"", percent_skipped>10, ""Warning"", true(), ""Conforming"") | sort - percent_skipped"
sim_hostname_url,*.splunk*.*
sim_indexer_url,idx-`sim_hostname_url`
sim_licensing_limit,"index=summary source=""splunk-entitlements"" | rex field=host ""^[^.]+[.](?<stack>[^.]+)"" | search [| `sim_get_local_stack` | fields stack] | rex field=_raw ""^(?<timestring>\d\d/\d\d/\d{4}\s\d\d:\d\d:\d\d\s\+\d{4})"" | eval _time=strptime(timestring,""%m/%d/%Y %H:%M:%S %z"") | `sim_offset_utc_mins_relative_time(-1440)` | eval _time=relative_time(_time, rel_time) | bin _time span=1d | stats max(ingest_license) as ""license limit"" by _time"
sim_licensing_summary_base,"`sim_set_index_telemetry` `sim_set_license_manager` source=*license_usage_summary.log* TERM(""type=RolloverSummary"") | rex field=_raw ""^(?<timestring>\d\d-\d\d-\d{4}\s\d\d:\d\d:\d\d.\d{3}\s\+\d{4})"" | eval _time=strptime(timestring,""%m-%d-%Y %H:%M:%S.%N%z"") | `sim_offset_utc_mins_relative_time(-1440)` | eval _time=relative_time(_time, rel_time) | bin _time span=1d | stats latest(b) AS b by slave, pool, _time"
sim_licensing_summary_maxavg_no_split(2),"stats sum(b) AS volume by _time | stats avg(volume) AS avgVolume max(volume) AS maxVolume | eval maxVolumeGB=round(maxVolume/pow(2,30),3) | eval avgVolumeGB=round(avgVolume/pow(2,30),3) | rename avgVolumeGB AS ""average"" maxVolumeGB AS ""peak"" | eval ""All Pools"" = """" | fields ""All Pools"", ""average"", ""peak"""
sim_licensing_summary_no_split,"timechart span=1d sum(b) AS ""volume"" fixedrange=false | eval GB=round(volume/pow(2,30),3)"
sim_licensing_usage_all(1),"timechart span=1d eval(round((sum(b)/pow(2,30)),3)) AS Volume by $split_by_field_name$"
sim_licensing_usage_base,"`sim_set_index_internal` `sim_set_license_manager` source=*license_usage.log* type=""Usage"" | eval h=if(len(h)=0 OR isnull(h),""(SQUASHED)"",h) | eval s=if(len(s)=0 OR isnull(s),""(SQUASHED)"",s) | eval idx=if(len(idx)=0 OR isnull(idx),""(UNKNOWN)"",idx)"
sim_licensing_usage_maxavg_all(2),"bin _time span=1d | stats sum(b) AS volume by $split_by_field_name$, _time | stats avg(volume) AS avgVolume max(volume) AS maxVolume by $split_by_field_name$ | eval avgVolumeGB=round(avgVolume/pow(2,30),3) | eval maxVolumeGB=round(maxVolume/pow(2,30),3) | fields $split_by_field_name$, avgVolumeGB, maxVolumeGB | rename avgVolumeGB AS ""average"" maxVolumeGB AS ""peak"" $split_by_field_name$ AS ""$split_by_label$"" | sort 5 - ""average"""
sim_match_all_scheduled_search_types,"((data.search_props.type=""datamodel acceleration"" OR search_props.type=""datamodel acceleration"") OR (data.search_props.type=""report acceleration"" OR search_props.type=""report acceleration"") OR (data.search_props.type=""scheduled"" OR search_props.type=""scheduled"") OR (data.search_props.type=""summary indexing"" OR search_props.type=""summary indexing""))"
sim_offset_utc_mins_relative_time(1),"eval z=strftime(now(),""%z"") | eval m=substr(z,-2) | eval h=substr(z,2,2) | eval mzone=if(z != 0, ((h*60)+m)*(z/abs(z)), 0) | eval min_to_utc=$offset_mins$-mzone | eval rel_time=min_to_utc.""m"""
sim_re_build_forwarder_assets(1),"`sim_build_forwarder_assets($sparkline_span$)` | rename new_sum_kb as sum_kb, new_avg_tcp_kbps_sparkline as avg_tcp_kbps_sparkline, new_avg_tcp_kbps as avg_tcp_kbps, new_avg_tcp_eps as avg_tcp_eps | eval avg_tcp_kbps_sparkline = ""N/A"" | addinfo | eval status = if(isnull(sum_kb) or (sum_kb <= 0) or (last_connected < (info_max_time - 900)), ""missing"", ""active"") | eval sum_kb = round(sum_kb, 2) | eval avg_tcp_kbps = round(avg_tcp_kbps, 2) | eval avg_tcp_eps = round(avg_tcp_eps, 2) | fields guid, hostname, forwarder_type, version, arch, os, status, last_connected, sum_kb, avg_tcp_kbps_sparkline, avg_tcp_kbps, avg_tcp_eps | outputlookup sim_forwarder_assets"
sim_rename_forwarder_type(1),"eval $type$ = case($type$ == ""full"", ""Heavy Forwarder"", $type$ == ""uf"", ""Universal Forwarder"", 1 == 1, ""Light Forwarder"")"
sim_rename_introspection_fields,eval process = 'data.process' | eval args = 'data.args' | eval sid = 'data.search_props.sid' | eval elapsed = 'data.elapsed' | eval mem_used = 'data.mem_used' | eval mem = 'data.mem' | eval pct_memory = 'data.pct_memory' | eval app = 'data.search_props.app' | eval label = 'data.search_props.label' | eval type = 'data.search_props.type' | eval mode = 'data.search_props.mode' | eval user = 'data.search_props.user' | eval role = 'data.search_props.role'
sim_savedsearch_dedup,"fillnull value=""no_sid_yet"" sid | eval tuple=savedsearch_name . "";"" . tostring(round(relative_time(scheduled_time, ""@m""), 0))."":::"".sid.status | dedup tuple"
sim_scheduler_instance_search_concurrency_drilldown(3),"`sim_set_index_introspection` host=$host$ sourcetype=splunk_resource_usage component=PerProcess data.search_props.sid::* `sim_match_all_scheduled_search_types` | `sim_rename_introspection_fields` | where $concurrencySplitBy$==""$type$"" | stats latest(pid) as ""PID"", latest(ppid) as ""PPID"", latest(label) as Label, latest(provenance) as Provenance, latest(search_head) as ""Search Head"", latest(type) as Type, latest(user) as User, latest(app) as App, latest(mode) as Mode, latest(role) as Role, avg(pct_cpu) as avg_pct_cpu, max(mem_used) as ""Physical Memory Usage (MB)"", min(_time) as min_time, max(_time) as max_time, max(elapsed) as ""Elapsed Time"" by sid | eval avg_pct_cpu = round(avg_pct_cpu, 2) | `sim_time_format(min_time)` | `sim_time_format(max_time)` | rename avg_pct_cpu as ""Average CPU Usage (%)"", min_time as ""First Time Seen"", max_time as ""Last Time Seen"""
sim_search_head_url,sh-`sim_hostname_url`
sim_searchable_index_storage,"`sim_workload_license_usage_storage` | stats sum(size_GB) as ""Total"""
sim_set_bin,bin _time span=10s
sim_set_cluster_manager,(host=c0m1*.*splunk*.* OR `sim_set_si_host`)
sim_set_index_audit,index=_audit
sim_set_index_internal,index=_internal
sim_set_index_introspection,index=_introspection
sim_set_index_telemetry,index=_telemetry
sim_set_indexer,(host=idx*.*splunk*.* OR `sim_set_si_host`)
sim_set_license_manager,(host=*.*splunk*.* NOT host=sh*.*splunk*.*)
sim_set_search_head,(host=sh*.*splunk*.* OR `sim_set_si_host`)
sim_set_si_host,host=si*.*splunk*.*
sim_set_wlm(1),`sim_set_index_internal` $selected_host_scope$ sourcetype=wlm_*
sim_si_url,si-`sim_hostname_url`
sim_stack_license_svc(1),"index=summary source=""splunk-svc"" | `sim_filter_stack($local_stack$)` | stats max(stack_license_svc) as stack_license_svc"
sim_time_format(1),"eval $time$ = strftime($time$, ""%m/%d/%Y %H:%M:%S %z"")"
sim_timechart,timechart minspan=10s
sim_timechart_for_metrics_log,timechart minspan=30s
sim_universal_forwarder_base,"index=_internal sourcetype=splunkd source=*metrics.log* TERM(group=tcpin_connections) AND TERM(fwdType=uf) AND NOT TERM(hostname=`sim_hostname_url`) | eval field_size_raw = len(_raw) | where field_size_raw<1000 | rex max_match=0 ""\bfwdType=(?<fwdtype>\S+)\,"" | stats dc(hostname) as fwd_count by fwdtype version | `sim_forwarder_eosl(version)` | `sim_forwarder_status(expTimestamp)` | fields - expTimestamp"
sim_universal_forwarder_drilldown,"index=_internal sourcetype=splunkd source=*metrics.log* TERM(group=tcpin_connections) AND TERM(fwdType=uf) AND NOT TERM(hostname=`sim_hostname_url`) ``` Workaround to remove garbage metric data due to SPL-224063 ``` | eval field_size_raw = len(_raw) | where field_size_raw<1000 | rex max_match=0 ""\bfwdType=(?<fwdtype>\S+)\,"" | `sim_rename_forwarder_type(fwdtype)` | stats latest(sourceIp) AS customer_source_ip latest(_time) AS last_connected by hostname fwdtype version | `sim_forwarder_eosl(version)` | `sim_forwarder_status(expTimestamp)` | `sim_time_format(last_connected)`"
sim_workload_license_usage_storage,"index=_introspection host=`sim_search_head_url` component=DistributedIndexes | eval size_GB=(round('data.rawSizeBytes'/pow(2,30))) | rename data.idxName as ""Index Name"" | stats max(size_GB) as size_GB by ""Index Name"""
single_letter_process_on_endpoint_filter,search *
sistats_max_rename(2),"eval ""psrsvd_ct_$output$""=if(isnull('psrsvd_ct_$output$'),'psrsvd_ct_$input$','psrsvd_ct_$output$') | eval ""psrsvd_nc_$output$""=if(isnull('psrsvd_nc_$output$'),'psrsvd_nc_$input$','psrsvd_nc_$output$') | eval ""psrsvd_nx_$output$""=if(isnull('psrsvd_nx_$output$'),'psrsvd_nx_$input$','psrsvd_nx_$output$') | eval ""psrsvd_sx_$output$""=if(isnull('psrsvd_sx_$output$'),'psrsvd_sx_$input$','psrsvd_sx_$output$') | eval ""psrsvd_vt_$output$""=if(isnull('psrsvd_vt_$output$'),'psrsvd_vt_$input$','psrsvd_vt_$output$')"
sistats_min_rename(2),"eval ""psrsvd_ct_$output$""=if(isnull('psrsvd_ct_$output$'),'psrsvd_ct_$input$','psrsvd_ct_$output$') | eval ""psrsvd_nc_$output$""=if(isnull('psrsvd_nc_$output$'),'psrsvd_nc_$input$','psrsvd_nc_$output$') | eval ""psrsvd_nn_$output$""=if(isnull('psrsvd_nn_$output$'),'psrsvd_nn_$input$','psrsvd_nn_$output$') | eval ""psrsvd_sn_$output$""=if(isnull('psrsvd_sn_$output$'),'psrsvd_sn_$input$','psrsvd_sn_$output$') | eval ""psrsvd_vt_$output$""=if(isnull('psrsvd_vt_$output$'),'psrsvd_vt_$input$','psrsvd_vt_$output$')"
sistats_values_rename(2),"eval ""psrsvd_ct_$output$""=if(isnull('psrsvd_ct_$output$'),'psrsvd_ct_$input$','psrsvd_ct_$output$') | eval ""psrsvd_nc_$output$""=if(isnull('psrsvd_nc_$output$'),'psrsvd_nc_$input$','psrsvd_nc_$output$') | eval ""psrsvd_vm_$output$""=if(isnull('psrsvd_vm_$output$'),'psrsvd_vm_$input$','psrsvd_vm_$output$')"
slui_runas_elevated_filter,search *
slui_spawning_a_process_filter,search *
smartforecastviz(1),"eval _vars=""$v1$"""
smartforecastviz(2),"eval _vars=mvappend(""$v1$"", ""$v2$"")"
smartforecastviz(3),"eval _vars=mvappend(""$v1$"", ""$v2$"", ""$v3$"")"
smartforecastviz(4),"eval _vars=mvappend(""$v1$"", ""$v2$"", ""$v3$"", ""$v4$"")"
smartforecastviz(5),"eval _vars=mvappend(""$v1$"", ""$v2$"", ""$v3$"", ""$v4$"", ""$v5$"")"
smb_traffic_spike___mltk_filter,search *
smb_traffic_spike_filter,search *
sort_chart,`sort_chart(10)`
sort_chart(1),"addtotals fieldname=Total | eval Total=if(isnotnull(src_port),Total-src_port,Total) | eval Total=if(isnotnull(dest_port),Total-dest_port,Total) | sort $head$ - Total | fields - Total"
sort_chart(2),addtotals fieldname=Total $fields$ | sort $head$ - Total | fields - Total
sort_reviewstatus_groups,"eval sortorder=case(status_group==""New"",1,status_group==""Open"",2,status_group==""Closed"",3) | sort sortorder | fields - sortorder"
source-names-search(1),"eventtype=wineventlog_windows LogName=""$LogName$"" | stats count by SourceName | sort +SourceName"
spectre_and_meltdown_vulnerable_systems_filter,search *
spike_in_file_writes_filter,search *
splitColorIntoComponents(4),"| eval _color = $color$ | rex field=_color ""^#(?<_red>[0-9a-zA-Z]{2,2})(?<_green>[0-9a-zA-Z]{2,2})(?<_blue>[0-9a-zA-Z]{2,2})$"" | eval _red = tonumber(_red, 16), _green = tonumber(_green, 16), _blue = tonumber(_blue, 16) | eval $outfieldname_red$ = _red | eval $outfieldname_green$ = _green | eval $outfieldname_blue$ = _blue"
split_transport_dest_port(1),"rex field=""$field$"" ""(?<transport>[^/]+)/(?<port>\d+)"" | fillnull value=unknown transport | fillnull value=0 dest_port"
splitby(1),"eval _split_by=""$s$"""
splitby(2),"eval _split_by=mvappend(""$s1$"", ""$s2$"")"
splitby(3),"eval _split_by=mvappend(""$s1$"", ""$s2$"", ""$s3$"")"
splitby(4),"eval _split_by=mvappend(""$s1$"", ""$s2$"", ""$s3$"", ""$s4$"")"
splitby(5),"eval _split_by=mvappend(""$s1$"", ""$s2$"", ""$s3$"", ""$s4$"", ""$s5$"")"
splunk_account_discovery_drilldown_dashboard_disclosure_filter,search *
splunk_code_injection_via_custom_dashboard_leading_to_rce_filter,search *
splunk_command_and_scripting_interpreter_delete_usage_filter,search *
splunk_command_and_scripting_interpreter_risky_commands_filter,search *
splunk_command_and_scripting_interpreter_risky_spl_mltk_filter,search *
splunk_crash_log,(index=_internal AND sourcetype=splunkd_crash_log)
splunk_csrf_in_the_ssg_kvstore_client_endpoint_filter,search *
splunk_data_exfiltration_from_analytics_workspace_using_sid_query_filter,search *
splunk_digital_certificates_infrastructure_version_filter,search *
splunk_digital_certificates_lack_of_encryption_filter,search *
splunk_dos_via_dump_spl_command_filter,search *
splunk_dos_via_malformed_s2s_request_filter,search *
splunk_edit_user_privilege_escalation_filter,search *
splunk_endpoint_denial_of_service_dos_zip_bomb_filter,search *
splunk_enterprise_information_disclosure_filter,search *
splunk_http_response_splitting_via_rest_spl_command_filter,search *
splunk_identified_ssl_tls_certificates_filter,search *
splunk_improperly_formatted_parameter_crashes_splunkd_filter,search *
splunk_list_all_nonstandard_admin_accounts_filter,search *
splunk_low_privilege_user_can_view_hashed_splunk_password_filter,search *
splunk_path_traversal_in_splunk_app_for_lookup_file_edit_filter,search *
splunk_persistent_xss_via_url_validation_bypass_w_dashboard_filter,search *
splunk_process_injection_forwarder_bundle_downloads_filter,search *
splunk_protocol_impersonation_weak_encryption_configuration_filter,search *
splunk_protocol_impersonation_weak_encryption_selfsigned_filter,search *
splunk_protocol_impersonation_weak_encryption_simplerequest_filter,search *
splunk_python,index=_internal sourcetype=splunk_python
splunk_rbac_bypass_on_indexing_preview_rest_endpoint_filter,search *
splunk_rce_via_splunk_secure_gateway__splunk_mobile_alerts_feature_filter,search *
splunk_reflected_xss_in_the_templates_lists_radio_filter,search *
splunk_risky_command_abuse_disclosed_february_2023_filter,search *
splunk_stored_xss_via_data_model_objectname_field_filter,search *
splunk_unnecessary_file_extensions_allowed_by_lookup_table_uploads_filter,search *
splunk_user_enumeration_attempt_filter,search *
splunk_xss_in_monitoring_console_filter,search *
splunk_xss_in_save_table_dialog_header_in_search_page_filter,search *
splunk_xss_via_view_filter,search *
splunkd,index=_internal sourcetype=splunkd
splunkd_failed_auths,"index=_audit ""action=login attempt"" ""info=failed"""
splunkd_startmode,"`splunkd_startmode(""*"")`"
splunkd_startmode(1),`service($host$)` | search (app=Splunkd OR app=splunk)
splunkd_ui,index=_internal sourcetype=splunkd_ui_access
splunkd_utilization,"`splunkd_utilization(""*"")`"
splunkd_utilization(1),"`localprocesses($host$)` | search app=""*splunkd*"""
splunkd_web,index=_internal sourcetype=splunk_web_access
splunkd_webx,index=_internal sourcetype=splunk_web_access
splunkda,index=_internal sourcetype=splunkd_access
spoolsv_spawning_rundll32_filter,search *
spoolsv_suspicious_loaded_modules_filter,search *
spoolsv_suspicious_process_access_filter,search *
spoolsv_writing_a_dll___sysmon_filter,search *
spoolsv_writing_a_dll_filter,search *
spring4shell_payload_url_request_filter,search *
sql_injection_with_long_urls_filter,search *
sqlite_module_in_temp_folder_filter,search *
src_dest_tstats,"`src_dest_tstats(""*"")`"
src_dest_tstats(1),"tstats prestats=f local=false summariesonly=true allow_old_summaries=true count,values(All_Traffic.src_port), values(All_Traffic.dest_port), values(sourcetype) from datamodel=Network_Traffic.All_Traffic where All_Traffic.action=allowed by All_Traffic.src,All_Traffic.dest | `drop_dm_object_name(""All_Traffic"")` | `tstats` append=true count,values(sourcetype) from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.src,IDS_Attacks.dest | `drop_dm_object_name(""IDS_Attacks"")` | `tstats` append=true count,values(sourcetype) from datamodel=Web.Web by Web.src,Web.dest | `drop_dm_object_name(""Web"")` | rename ""Web.*"" as *, psrsvd_vm_All_Traffic.dest_port AS dest_port, psrsvd_vm_All_Traffic.src_port AS src_port, ""values(All_Traffic.src_port)"" AS src_port, ""values(All_Traffic.dest_port)"" AS dest_port, ""values(sourcetype)"" AS sourcetype | stats count,values(src_port), values(dest_port), values(sourcetype) as sourcetype by src,dest"
src_stream,source=stream*
src_tstats,"`src_tstats(""*"")`"
src_tstats(1),"`tstats` count,values(sourcetype),values(All_Traffic.user) from datamodel=Network_Traffic.All_Traffic where All_Traffic.action=$action$ by All_Traffic.src | eval src=if(isnull(src),'All_Traffic.src',src) | `sistats_values_rename(All_Traffic.user,user)` | `tstats` append=true count,values(sourcetype),values(IDS_Attacks.user) from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.src | eval src=if(isnull(src),'IDS_Attacks.src',src) | `sistats_values_rename(IDS_Attacks.user,user)` | `tstats` append=true count,values(sourcetype),values(Web.user) from datamodel=Web.Web by Web.src | eval src=if(isnull(src),'Web.src',src) | `sistats_values_rename(Web.user,user)` | stats count,values(sourcetype) as sourcetype,values(user) as user by src"
sshdconfig,"sourcetype=""*:SSHDConfig"""
sshdconfig(1),dest=$host$ `sshdconfig`
sshdconfig(2),`sshdconfig($host$)` | head $limit$
ssl_certificates_with_punycode_filter,search *
standard_deviations,inputlookup append=T standard_deviations
stats2chart(1),"eval temp="""" | chart useother=`useother` first(count) over temp by $str_field$ | rename temp as count"
stdev(2),"eventstats min($intField$) as min_$intField$,max($intField$) as max_$intField$,sum($countField$) as total | eventstats sum(eval($intField$*$countField$/total)) as mean_$intField$ | eventstats sum(eval(pow($intField$-mean_$intField$,2)*$countField$)) as sumsq | eval stdev=sqrt(sumsq/(total-1)) | `get_stdev_index($intField$)` | eval stdev=if(isnull(stdev),0,stdev)"
stdev_desired_result(3),"eval ""$outField$""=($Z$*stdev)+'$mean$'"
steal_or_forge_authentication_certificates_behavior_identified_filter,search *
str_to_bool(1),"`str_to_bool($field$,$field$)`"
str_to_bool(2),"eval `str_to_bool_meval($inField$,$outField$)`"
str_to_bool_meval(1),"`str_to_bool_meval($field$,$field$)`"
str_to_bool_meval(2),"""$outField$""=case(match('$inField$', ""1|[Tt]|[Tt][Rr][Uu][Ee]""),""true"",match('$inField$', ""0|[Ff]|[Ff][Aa][Ll][Ss][Ee]""),""false"",1=1,'$inField$')"
stream_dns,sourcetype=stream:dns
stream_http,sourcetype=stream:http
stream_tcp,sourcetype=stream:tcp
summariesonly,summariesonly=`summariesonly_bool`
summariesonly_bool,TRUE
sunburst_correlation_dll_and_network_event_filter,search *
supernova_webshell_filter,search *
suppressed_notables,"`suppressed_notables(""*"")`"
suppressed_notables(1),`notable($search_name$)` | search `suppression`
suppression,(eventtype=notable_suppression-* OR suppression=*)
suppression_audit,"eventtype=suppression_audit | fillnull value=unknown suppression, action, status, signature, user"
suppression_audit-expired,"eventtype=suppression_audit-expired | fillnull value=unknown signature,suppression"
suppression_eventtypes,rest splunk_server=local count=0 /services/saved/eventtypes | search title=notable_suppression* | rename title as eventtype | `suppression_extract` | `get_suppression_start_time` | `get_suppression_end_time`
suppression_extract,"rex field=eventtype ""notable_suppression-(?<suppression>.+)"""
suspicious_changes_to_file_associations_filter,search *
suspicious_computer_account_name_change_filter,search *
suspicious_copy_on_system32_filter,search *
suspicious_curl_network_connection_filter,search *
suspicious_dllhost_no_command_line_arguments_filter,search *
suspicious_driver_loaded_path_filter,search *
suspicious_email___uba_anomaly_filter,search *
suspicious_email_attachment_extensions_filter,search *
suspicious_email_attachments,lookup update=true is_suspicious_file_extension_lookup file_name OUTPUT suspicious | search suspicious=true
suspicious_event_log_service_behavior_filter,search *
suspicious_file_write_filter,search *
suspicious_gpupdate_no_command_line_arguments_filter,search *
suspicious_icedid_rundll32_cmdline_filter,search *
suspicious_image_creation_in_appdata_folder_filter,search *
suspicious_java_classes_filter,search *
suspicious_kerberos_service_ticket_request_filter,search *
suspicious_linux_discovery_commands_filter,search *
suspicious_microsoft_workflow_compiler_rename_filter,search *
suspicious_microsoft_workflow_compiler_usage_filter,search *
suspicious_msbuild_path_filter,search *
suspicious_msbuild_rename_filter,search *
suspicious_msbuild_spawn_filter,search *
suspicious_mshta_child_process_filter,search *
suspicious_mshta_spawn_filter,search *
suspicious_plistbuddy_usage_filter,search *
suspicious_plistbuddy_usage_via_osquery_filter,search *
suspicious_powershell_command_line_arguments_filter,search *
suspicious_process_dns_query_known_abuse_web_services_filter,search *
suspicious_process_file_path_filter,search *
suspicious_process_with_discord_dns_query_filter,search *
suspicious_reg_exe_process_filter,search *
suspicious_regsvr32_register_suspicious_path_filter,search *
suspicious_rundll32_dllregisterserver_filter,search *
suspicious_rundll32_no_command_line_arguments_filter,search *
suspicious_rundll32_plugininit_filter,search *
suspicious_rundll32_rename_filter,search *
suspicious_rundll32_startw_filter,search *
suspicious_scheduled_task_from_public_directory_filter,search *
suspicious_searchprotocolhost_no_command_line_arguments_filter,search *
suspicious_sqlite3_lsquarantine_behavior_filter,search *
suspicious_ticket_granting_ticket_request_filter,search *
suspicious_wav_file_in_appdata_folder_filter,search *
suspicious_wevtutil_usage_filter,search *
suspicious_writes,"lookup suspicious_writes_lookup file as file_name OUTPUT note as ""Reference"" | search ""Reference"" != False"
suspicious_writes_to_system_volume_information_filter,search *
suspicious_writes_to_windows_recycle_bin_filter,search *
svchost_lolbas_execution_process_spawn_filter,search *
swap_if_tagged(3),"eval swapTmp='$second$' | eval ""$second$""=if('$tagField$'=""swap_$first$_$second$"", '$first$', '$second$') | eval ""$first$""=if('$tagField$'=""swap_$first$_$second$"", swapTmp, '$first$') | fields - swapTmp"
swap_resolved_domain(1),"eval ""$field$""=if(isnotnull(resolved_domain) AND resolved_domain!=""unknown"",resolved_domain,'$field$')"
sysmon,sourcetype=XmlWinEventLog:Microsoft-Windows-Sysmon/Operational OR source=XmlWinEventLog:Microsoft-Windows-Sysmon/Operational OR source=Syslog:Linux-Sysmon/Operational
system_info_gathering_using_dxdiag_application_filter,search *
system_information_discovery_detection_filter,search *
system_network_configuration_discovery_tools,"(process_name= ""arp.exe"" OR process_name= ""at.exe"" OR process_name= ""attrib.exe"" OR process_name= ""cscript.exe"" OR process_name= ""dsquery.exe"" OR process_name= ""hostname.exe"" OR process_name= ""ipconfig.exe"" OR process_name= ""mimikatz.exe"" OR process_name= ""nbstat.exe"" OR process_name= ""net.exe"" OR process_name= ""netsh.exe"" OR process_name= ""nslookup.exe"" OR process_name= ""ping.exe"" OR process_name= ""quser.exe"" OR process_name= ""qwinsta.exe"" OR process_name= ""reg.exe"" OR process_name= ""runas.exe"" OR process_name= ""sc.exe"" OR process_name= ""schtasks.exe"" OR process_name= ""ssh.exe"" OR process_name= ""systeminfo.exe"" OR process_name= ""taskkill.exe"" OR process_name= ""telnet.exe"" OR process_name= ""tracert.exe"" OR process_name=""wscript.exe"" OR process_name= ""xcopy.exe"")"
system_processes_run_from_unexpected_locations_filter,search *
system_update,"tag=system tag=update tag=status | tags outputfield=tag | fillnull value=unknown signature_id,signature,status,dest"
system_update_tracker,"tstats `summariesonly` max(_time) as _time,latest(Updates.status) as status,latest(Updates.dest_should_update) as dest_should_update from datamodel=Updates.Updates by Updates.dest,Updates.signature_id,Updates.vendor_product | `drop_dm_object_name(""Updates"")` | `get_update_signature` | sort - _time,dest,signature | fields _time,status,signature_id,signature,dest,dest_should_update"
system_user_discovery_with_query_filter,search *
system_user_discovery_with_whoami_filter,search *
system_version,"tag=system tag=version | tags outputfield=tag | fillnull value=unknown os | eval os=if(os==""unknown"",os_name."" "".os_release,os) | `os_normalization` | dedup dest"
tag2field(1),"eval ""is_$field$""=if(tag==""$field$"",""true"",""false"")"
tag2field_requires(1),"eval ""requires_$field$""=if(tag==""requires_$field$"",""true"",""false"")"
tag2field_should(1),"eval ""should_$field$""=if(tag==""should_$field$"",""true"",""false"")"
task-categories-search(2),"eventtype=wineventlog_windows LogName=""$LogName$"" SourceName=""$SourceName$"" | stats count by TaskCategory | sort +TaskCategory"
threat_artifacts_max,10000
threat_categories,`threat_group_intel` | stats count by threat_category | fields threat_category | sort + threat_category
threat_group_intel,"inputlookup append=T threat_group_intel | fillnull value=""undefined"" threat_group,threat_category"
threat_groups,`threat_group_intel` | stats count by threat_group | fields threat_group | sort + threat_group
threat_sources,`threat_group_intel` | fields source_id | dedup source_id | sort + source_id
threatintel_collection_keys,"inputlookup append=T threatintel_collection_key_lookup | dedup collection,key | sort + collection,key"
threatintel_domain_lookup(1),"`truncate_domain_dedup($source$)` | lookup update=true threatintel_by_domain value as ""$source$"" OUTPUTNEW | lookup update=true threatintel_by_domain value as ""$source$_domain"" OUTPUTNEW"
threatintel_multilookup(1),"lookup update=true threatintel_by_system value as ""$field$"" OUTPUTNEW | lookup update=true threatintel_by_cidr value as ""$field$"" OUTPUTNEW | `threatintel_domain_lookup($field$)` | eval threat_match_field=case(isnotnull(threat_match_field),threat_match_field,isnotnull('$field$') AND isnotnull(threat_collection_key),""$field$"",1=1,threat_match_field) | eval threat_match_value=case(isnotnull(threat_match_value),threat_match_value,isnotnull('$field$') AND isnotnull(threat_collection_key),'$field$',1=1,threat_match_value)"
threatintel_outputlookup(1),"`threatintel_outputlookup(""$field$"",""threatintel_by_$field$"")`"
threatintel_outputlookup(2),"`get_threat_download_status` | `threatintel_outputlookup_exclusions` | mvexpand ""$field$"" | where isnotnull('$field$') AND NOT '$field$'="""" AND NOT ('$field$' LIKE ""*%"" OR '$field$' LIKE ""%*"") | eval key=md5('threat_collection'.'_key'.'$field$'),threat_collection_key='_key',value=lower('$field$') | `threatintel_upsert($collection$)`"
threatintel_outputlookup_exclusions,"where NOT match(disabled, ""1|[Tt]|[Tt][Rr][Uu][Ee]"")"
threatintel_outputlookup_wildcard(1),"`threatintel_outputlookup_wildcard(""$field$"",""threatintel_by_$field$_wildcard"")`"
